2.5;0.19032781354523887 / 1.865677695161716E-4;0.17459349624924406 / 3.28265842771458E-4;0.17824166599709315 / 2.4238973990017842E-4
12.894736842105264;0.19628108306856387 / 2.004739210687001E-4;0.17961105173312722 / 9.096188445034681E-5;0.1787551517181731 / 1.00471658850243E-4
23.289473684210527;0.45636555210548146 / 0.0028143517053554334;0.1806801598946325 / 8.560361978060538E-5;0.1804750840027475 / 4.57319512771337E-5
33.684210526315795;11.276272213441885 / 0.1388985868596908;0.2016235828139612 / 1.919194045081063E-4;0.18163645635026898 / 4.796785198499243E-5
44.078947368421055;17.1358692264114 / 0.22769965572615902;0.315563885753249 / 0.0012826524540883733;0.18063336598796642 / 3.173240598849936E-5
54.473684210526315;19.30268058698635 / 0.272613937637729;3.5506372949682663 / 0.025581015967313103;0.18813119800308578 / 7.547903686305757E-5
64.86842105263158;21.229519334037054 / 0.2967647558783497;7.814747911989397 / 0.06127344055494177;0.21704507974841175 / 7.781091176972676E-5
75.26315789473684;23.666216263095556 / 0.3320149053209853;11.388699429682292 / 0.0921430681855;1.1782296478656373 / 0.00402834189067014
85.6578947368421;24.864973309523812 / 0.34812536579317666;13.42360674519375 / 0.11105787529707101;4.128149841172003 / 0.01902663435433194
96.05263157894736;25.082918963872533 / 0.33872691392328136;15.388461349542867 / 0.12813834631435128;6.929929045490755 / 0.03761287198259655
106.44736842105262;26.158510684788794 / 0.3439392533347281;16.47626068583255 / 0.13545810737022634;9.207107392596365 / 0.05419406827649986
116.84210526315788;26.361057402327013 / 0.34535966055314304;17.76415310843781 / 0.14737841525114348;11.383159629962663 / 0.06872832805095364
127.23684210526314;26.7484769126952 / 0.34474800912198234;18.56914061082046 / 0.15608575896406052;12.368550112827874 / 0.07265360078324079
137.6315789473684;26.964277944734583 / 0.3356732514980081;19.4583693494097 / 0.16662653520324255;13.27286352229937 / 0.08017693089513145
148.02631578947367;27.452926114124526 / 0.3535683650335706;19.797892825146363 / 0.16111737310860264;14.605797210774005 / 0.09227103980420104
158.42105263157893;27.494265634623474 / 0.3335631866109132;20.568008884678246 / 0.1636310023533838;15.506662741144225 / 0.0948803279678625
168.8157894736842;27.637255306658652 / 0.32763065028020577;21.27440233743111 / 0.1693738370731026;15.751116852835908 / 0.09573590098931106
179.21052631578945;27.729583014487282 / 0.3194603796280582;21.79653041347593 / 0.17453325661988828;16.819917001632664 / 0.10323182610443027
189.6052631578947;27.814142935114265 / 0.31661297651677245;22.09980149460072 / 0.18103174507684017;17.77399544842071 / 0.10422548849410163
199.99999999999997;27.94177085636024 / 0.31504193134227165;22.221225521896677 / 0.1728153690972114;17.89643788342441 / 0.10691594292962492
